OFF
12870 0 0
-1.0217,-1.0217,2.4827
2.8513,-0.043308,2.4365
-2.7148,-0.189,1.9335
-1.311,-0.4404,2.463
-0.50241,-1.4956,2.2426
0.47856,-1.4246,0.15
0,0.2198,2.8633
0.11878,0.16186,2.7
0.64959,-1.2486,2.4984
-0.090306,0.17325,3.1414
0.07027,0.20879,2.8633
-0.53471,-1.5918,0.3168
2.2925,-0.36001,1.4576
1.3297,-0.44666,2.4
-1.9604,0.32586,0.77167
3.1128,-0.11002,2.4265
2.117,-0.16669,1.4791
0.1595,0.083047,2.8044
-2.8966,0.189,1.5579
0.67574,1.2988,2.463
2.8877,0.096,2.4584
0.11462,0.34029,3.0812
-2.42,0.225,1.037
2.5819,0.3276,1.5691
2.1558,0.38894,1.355
0.99541,1.3564,0.3168
-2.7737,0.225,1.4775
0.23611,-1.4205,2.4827
-2.7132,-0.225,1.3656
0.23296,1.4015,2.4945
-1.2139,-0.89088,2.4
0,1.4,2.4
-1.311,-0.4404,2.463
2.7664,-0.18827,2.2874
-2.9497,-0.081,1.5378
-1.8995,-0.63808,0.9
0.24357,0.12692,2.9232
1.0217,1.0217,2.4827
-1.4162,1.0394,0.38438
1.6231,0.84444,0.4632
2.4873,0.091411,2.0524
2.2144,-0.46302,1.1676
0.72905,1.4013,2.2426
-0.275,-1.6544,0.3168
-0.26384,1.5873,0.26002
-2.9256,0.189,1.6791
-2.8048,-0.144,1.2981
2.4663,0.27429,1.0756
-1.4807,-0.24612,2.4
-2.4475,0.189,0.97226
-2.7737,0.225,1.4775
0.45297,-1.3485,2.4945
-0.45297,-1.3485,2.4945
-0.70092,-1.3472,0.17707
0.13549,0.099446,2.749
1.095,-1.4921,1.6219
-2.8389,0.216,1.9809
0.91296,1.7548,1.1784
2.3551,0.24753,1.6341
-1.5344,1.1261,1.4712
1.1878,-1.6186,0.9
-2.6939,-0,1.7262
3.4249,-0,2.4626
0.13549,0.099446,2.749
0.70092,-1.3472,0.17707
0.22971,-1.382,2.4
0.98008,-0.98008,2.463
-0.31819,1.9143,1.3232
3.01,0.16445,2.4527
-1.3462,1.3462,1.4712
2.5028,-0.24842,1.8715
0,1.7183,1.9295
0.098814,0.29336,3.1176
1.1261,-1.5344,1.4712
0.28193,1.6961,1.9295
-1.6944,0.56917,1.7748
-2.6029,-0.144,2.1733
-1.8676,-0.31044,0.55373
1.8418,-0.6187,1.3232
2.7474,0.066744,2.4204
-2.8389,0.216,1.9809
1.4246,-0.47856,0.15
2.8705,-0.073344,2.4213
-1.4665,-0.76296,2.0856
2.4931,0.3276,1.6746
2.4029,0.41144,1.2149
0.31044,1.8676,0.55373
-2.2394,0.189,2.1906
-1.0217,1.0217,2.4827
-1.311,0.4404,2.463
1.4914,-0.77592,0.3168
2.7168,0.0675,2.4
0.11462,0.34029,3.0812
-1.406,-0.47228,2.4354
-2.4552,0.081,2.2153
-1.5765,-1.157,0.6564
0.98008,0.98008,2.463
1.2666,-1.2666,1.7748
0.45297,-1.3485,2.4945
2.273,-0.38894,0.98016
0,-1.9392,1.3232
0.55832,-1.6621,0.38438
1.4031,-0,2.4984
-2.0384,-0.081,2.2401
-0.8978,1.7256,1.3232
-2.7046,0.144,1.6305
-1.9028,0.081,0.6084
2.1839,0.4445,1.2653
-0.70092,1.3472,0.17707
-0.24289,1.4613,2.4354
0.63577,1.8926,1.0372
2.8886,-0.076992,2.4377
0.2281,-1.3723,2.4945
3.2376,-0.12,2.4
1.1019,-1.1019,0.2136
-0.19566,0.10193,2.8633
-1.439,-0,2.4827
-1.3564,0.99541,0.3168
-1.3644,-0.2268,2.4827
0.057246,0.17021,2.8044
0,1.3859,2.4354
2.6485,0.12551,2.2961
